Timestamp (ms),Detected Objects,Prohibited Objects,Violation Active,Violation Duration,Violation Triggered,Total Violations,Inference Time (ms),Prohibited Count
1760302114873,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,579.9,1
1760302115881,"[""Hand""]",[],False,0.0,False,0,662.3,0
1760302116121,"[""Earbuds"", ""Hand""]","[""Earbuds""]",True,0.0,False,0,544.7,1
1760302116679,"[""Hand""]",[],False,0.0,False,0,546.4,0
1760302117242,"[""Hand""]",[],False,0.0,False,0,544.9,0
1760302118253,"[""Hand""]",[],False,0.0,False,0,525.2,0
1760302118338,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,531.9,1
1760302118886,"[""Chit"", ""Hand""]","[""Chit""]",True,0.547950029373169,False,0,529.1,1
1760302119414,"[""Hand"", ""Hand""]",[],False,0.0,False,0,517.4,0
1760302119947,"[""Chit"", ""Chit"", ""Hand""]","[""Chit"", ""Chit""]",True,0.0,False,0,518.9,2
1760302120476,"[""Chit"", ""Hand""]","[""Chit""]",True,0.529254674911499,False,0,514.0,1
1760302121022,"[""Hand""]",[],False,0.0,False,0,529.3,0
1760302121569,"[""Hand""]",[],False,0.0,False,0,519.5,0
1760302122581,"[""Hand""]",[],False,0.0,False,0,514.6,0
1760302122651,"[""Hand""]",[],False,0.0,False,0,527.0,0
1760302123198,"[""Hand"", ""Hand""]",[],False,0.0,False,0,532.4,0
1760302123746,"[""Hand""]",[],False,0.0,False,0,529.7,0
1760302124294,"[""Hand"", ""Hand""]",[],False,0.0,False,0,526.4,0
1760302124843,"[""Hand""]",[],False,0.0,False,0,522.1,0
1760302125385,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Phone""]","[""Chit"", ""Phone""]",True,0.0,False,0,526.2,2
1760302125908,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,500.0,1
1760302126435,"[""Hand""]",[],False,0.0,False,0,508.7,0
1760302126968,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,510.3,1
1760302127518,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,523.8,0
1760302128049,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,516.0,0
1760302128613,"[""Hand"", ""Hand"", ""Phone""]","[""Phone""]",True,0.0,False,0,539.7,1
1760302129113,"[""Hand"", ""Hand""]",[],False,0.0,False,0,483.2,0
1760302129599,"[""Hand"", ""Hand""]",[],False,0.0,False,0,469.3,0
1760302130608,"[""Hand""]",[],False,0.0,False,0,525.7,0
1760302130658,"[""Hand"", ""Hand""]",[],False,0.0,False,0,497.1,0
1760302131198,"[""Hand""]",[],False,0.0,False,0,521.1,0
1760302131695,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,481.7,1
